text	target	condition
Gǎn - hɔn - yì - tɔ́ ée nɔ kpénúkún dó xó è kàn tò è ɖò tò gudo lɛ́ɛ wú ɔ́ kpódó afɔ sɔ ɖo tè tɔ Japon ée ɖò Benɛ é kpán wɛ dalɔ wěmá nǔníná tɔn nɛ́ ɔ́ mɛ̀ .	NOUN PUNCT VERB PUNCT VERB PUNCT ADJ PRON AUX VERB ADP VERB PRON VERB NOUN PRON VERB NOUN ADV DET ADP DET CCONJ NOUN VERB ADP VERB ADJ PROPN PRON VERB PROPN PART CCONJ VERB VERB NOUN NOUN ADJ ADJ DET ADP PUNCT	fon
Ali nɛ́ ná zɔn bɔ kutɔnu dán gbɔn ná bɔkun .	NOUN ADJ VERB VERB ADJ NOUN ADV ADP VERB VERB PUNCT	fon
É ná bó nyí cɛ́jú wǒ ɔ́ " ali nɛ́ zán tɔ́ ná mɔ ɖò gàn xixo è ɖó ná zán é ɔ́ mɛ̀ " afɔ sɔ ɖo tè tɔ Japon tɔn è ɖò ali xó nù ɔ́ wɛ ɖɔ mɔ̌ .	PRON VERB CCONJ AUX ADV NOUN DET PUNCT NOUN ADJ VERB ADJ VERB VERB ADP NOUN NOUN PRON VERB VERB VERB PART DET ADP PUNCT NOUN VERB ADP VERB ADJ PROPN ADJ PRON VERB NOUN ADJ ADP DET VERB ADV NOUN PUNCT	fon
Vɛ̌ dó nú nǔ è ɖò azɔxwé lɛ́ɛ mɛ̀ sín xwè 2016ɔ́ mɛ̀ ɔ́ wɛ zɔ́n bɔ nǔ mɔ̌wun tîin .	ADJ VERB ADP NOUN PRON VERB NOUN DET ADP ADP NOUN NUM ADP DET VERB VERB CCONJ NOUN ADV VERB PUNCT	fon
Ɖò sɛ́n è sà dó mɛsi lɛ́ɛ lí nù ɖó yedɛlɛ́ɛ ná kɛ́n nyanya wú ɔ́ " ye lɛ́ wá ɖè wlɛnwin ɖevo tɔn .	ADP NOUN PRON VERB ADP NOUN DET VERB ADP VERB PRON VERB NOUN VERB ADP DET PUNCT PRON DET VERB VERB NOUN ADJ ADJ PUNCT	fon
È ná ɖó wuntun azɔmɛví ée wà azɔ̌ ganjí lɛ́ɛ é " bɔ è ná zɔ̀n bɔ kɛ́n ayǐ jijɛ tɔn ɔ́ ná wá dò .	PRON VERB VERB NOUN NOUN PRON VERB NOUN ADV DET PART PUNCT CCONJ PRON VERB VERB CCONJ NOUN NOUN VERB ADJ DET VERB VERB ADP PUNCT	fon
Gbetakɛ́n nɛ́ ée zɔn ɖɔ azɔmɛ yìyì nyí acɛ nú mɛ bí ɔ́ " byɔ́ linlin acɛkpìkpà ɔ́ tɔn ée bà nú huzu huzu ní tîin ɖò azɔmɛ xwé lɛ́ɛ é mɛ̀ .	NOUN ADJ PRON VERB ADP NOUN VERB AUX NOUN ADP NOUN ADP DET PUNCT VERB NOUN NOUN DET ADJ PRON VERB ADP VERB ADV ADP VERB ADP NOUN NOUN DET PART ADP PUNCT	fon
Gbetakɛn nɛ́ ɔ́ dɔn nǔ hlún ɖɔ wá " bɔ Salimane Karimou ná ganjɛwu ɖɔ acɛkpìkpà ɖó acɛ bó ná wànǔ bɔ mɛ bǐ ɖó ná yì azɔmɛ dandan .	NOUN ADJ DET VERB NOUN ADJ ADP VERB PUNCT CCONJ PROPN PROPN VERB VERB ADP NOUN ADJ NOUN ADP VERB VERB CCONJ PRON ADJ ADV VERB VERB NOUN ADV PUNCT	fon
 Tutomɛ è è sɔ nyìtè din lɛ́ɛ sɔ́ síxú dalɔ mɛ nú è ɖi fɔnlin ɖò azɔmɛ xwé lɛ́ɛ ǎ .\	PUNCT NOUN PRON PRON VERB VERB ADV DET VERB VERB VERB ADP ADP PRON VERB NOUN ADP NOUN NOUN DET PART PUNCT\
Azɔmɛ xwé ɖó ná liza xá fɔnlin dandan lóbó ká ná bà azɔ̌ tewungbeju wíwá .\	NOUN NOUN DET VERB VERB ADV NOUN ADV CCONJ ADV VERB VERB NOUN VERB NOUN PUNCT\
Amɔ̌ é ká ná wànǔ bɔ mɛ bǐ ná ɖó ta nyínyɔ́ ɖokpó ɔ́ ɖémɛ  " mɔ̌ wɛ é ɖɔ .	CCONJ PRON ADV VERB VERB CCONJ NOUN ADJ VERB VERB ADJ AUX NUM DET VERB PUNCT PUNCT NOUN VERB PRON VERB PUNCT	fon
È síxú lɛ́n ɖɔ nǔ bǐ ná xá Pierre Nkurunziza " amɔ̌ kú vawun è é wɛ́n ɔ́ tɔn jɛn mɛ ɖěbǔ má síxú lɛ́n hwenu é ɖò aklunɔzangbla yɔywɛ ɖé kpò níí wɛ bɛ́ ná fó tògán nyìnyì tɔn atɔngɔ́ ɔ́ ɖò Burundi é ɔ́ ǎ .	PRON VERB DET VERB NOUN ADJ VERB ADV PROPN PROPN PUNCT CCONJ ADP NOUN PRON PRON VERB DET ADJ ADP PRON ADV VERB VERB DET NOUN PRON VERB NOUN NOUN DET VERB ADP VERB CCONJ VERB VERB NOUN NOUN ADJ NUM DET ADP PROPN PART DET PART PUNCT	fon
É cí ɖi mɛ ée má ɖò gbè ɖokpó ɔ́ dó xɛ́ɛ wɛ̀ ǎ sín gán ɔ́ ɖò nǔ sɔ wɛ bà tò lě tògán ɖevo ná xá azinkpo ɔ́ jí é ɖɔhun .	PRON VERB ADV PRON PRON VERB VERB NOUN NUM DET VERB ADV SCONJ PART ADV NOUN DET VERB NOUN AUX VERB VERB VERB ADV NOUN ADJ VERB VERB NOUN DET ADP PRON ADV PUNCT	fon
Éyɛ́ ɖesu tlɛ ko sɔ nǔ tɔn bǐ ɖayǐ lɔ́ɔ .	PRON ADV VERB ADV VERB NOUN ADJ ADJ DET ADV PUNCT	fon
 Ahwan nukɔn sya wɛ nyí nú tòví ɖagbe fɔ ɖiɖe  lóbó jó tògán gbásá ɔ́ dó " é ká cí ɖɔ " ahwan nukɔn sya tòví ɖagbe fɔ ɖiɖe " tɔn ɔ́ " xù wɛ nyí bɛ́ ɖù ɖɔhun .	PUNCT NOUN ADJ VERB VERB AUX ADP NOUN ADV VERB NUM PUNCT CCONJ VERB NOUN NOUN DET ADP PUNCT PRON ADV VERB ADP PUNCT NOUN ADJ VERB NOUN ADV VERB ADV PUNCT ADJ DET PUNCT NOUN VERB AUX CCONJ VERB NOUN PUNCT	fon
Sɛ́n ée ɖɔ̀nǔ dó tògán ɔ́ zínkpó ɔ́ jí nù " bɔ Pierre Nkurunziza kpà xwíɖí xwíɖí tɔn nú éɖee ɔ́ " byɔ́ ɖɔ " è ní tó dó é tɔ̀ kpɔ́n hwɛ̌ ɖò mɛɖee sí jijɛ tò ɔ́ tɔn lí nù " ɖò tòví ɖagbe fɔ ɖiɖe lí nù Kpódó bǔnínɔ́ tò ɔ́ tɔn kpán lí nù . "	NOUN PRON VERB ADP NOUN DET NOUN DET ADP ADP PUNCT CCONJ PROPN PROPN VERB VERB NOUN ADJ ADP PRON DET PUNCT VERB VERB PUNCT PRON AUX VERB ADP PRON ADJ VERB VERB ADP NOUN VERB VERB NOUN DET ADJ ADP ADP PUNCT ADP NOUN ADV VERB ADV ADP ADP CCONJ NOUN NOUN DET ADJ CCONJ ADP ADP PUNCT PUNCT	fon
Ényí è kpɔ́n lè ée ɖò gǎn ɔ́ nyínyí mɛ̀ ɔ́ " azɔ̌ ɔ́ nyí gbɛ ɖù zɔ́ ɖěbǔ ǎ ( xɔ klewun ɖé " sùnzán fó kwɛ ná nyí dollars US 500 0 mɔ̌ ) .	PRON PRON VERB PRON PRON VERB NOUN DET AUX ADP DET PUNCT NOUN DET AUX VERB ADV VERB ADV PART PUNCT NOUN NOUN DET PUNCT NOUN VERB ADV VERB AUX NOUN PROPN NUM NUM ADV PUNCT PUNCT	fon
Amɔ̌ Pierre Nkurunziza sɔ lɛ́ wá nɔ tɛn nɛ́ mɛ̀ ǎ .	CCONJ PROPN PROPN VERB DET VERB VERB NOUN ADJ ADP DET PUNCT	fon
Afinú è hɛn gǎn zínkpó ɔ́ kú .	NOUN PRON VERB NOUN NOUN DET ADP PUNCT	fon
É síxú nyí mɔ̌ fɛɛ .	PRON VERB AUX NOUN ADV PUNCT	fon
Ɖó è sɔ ɛ́ dó ɖó " ahwan nukɔn sya tɛgbɛ gbè . "	ADV PRON VERB DET VERB ADP PUNCT NOUN NUM ADV ADV NOUN PUNCT PUNCT	fon
Nkurunziza nɔ bà nú è ná nɔ xíyɔ́ ɛ́ bɛ́ nɔ ɖò davu davu dán ɖò nǔwíwá tɔn lɛ́ɛ mɛ̀ wɛ " é tuun tòxó ɖiɖɔ dó vo nú sinsɛn kpódó bɔlu afɔ sɔ xò kpán ǎ .	NOUN VERB VERB ADP PRON VERB VERB NOUN DET CCONJ VERB VERB ADV ADV ADV ADP NOUN ADJ DET ADP SCONJ PUNCT PRON VERB NOUN ADV ADP ADV ADP NOUN CCONJ NOUN NUM VERB NOUN CCONJ PART PUNCT	fon
 È sɔ tutomɛ ɖé ɖayǐ bónú mɛ è sín vǐ sà ya ná wɛ è ɖè kpódó mɛ è mɔ bɔ è ɖò ya sá nú vǐ wɛ ɔ́ kpán lɛ́ɛ ná síxú ɖè gbà má sí nǔɖé  bɔ è ná yígbè nú yě ɖò fɛɛ mɛ̀ .	PUNCT PRON VERB NOUN DET ADV SCONJ PRON PRON ADV VERB NOUN VERB VERB VERB PRON VERB CCONJ PRON PRON VERB CCONJ PRON VERB ADV VERB ADP VERB VERB DET CCONJ DET VERB VERB ADP NOUN PART VERB ADV PUNCT CCONJ PRON VERB VERB ADP PRON ADP NOUN ADP PUNCT	fon
Tutomɛ ɔ́ nɔ ná xó vǐ lɛ́ɛ bó ká nɔ dalɔ mɛ bɔ è nɔ ɖènyǐ mɛ ée ɖò ya sá nú vǐ lɛ́ɛ wɛ é lóbó nɔ ɖè yě gbà .	NOUN DET VERB VERB VERB NOUN DET ADP ADV VERB VERB PRON CCONJ PRON VERB VERB PRON PRON VERB VERB ADP ADP NOUN DET SCONJ ADP CCONJ VERB VERB PRON PART PUNCT	fon
Tutomɛ ɔ́ zɔ́n bɔ è sɔ́ nǔklɔ́mɛ ɖayǐ bónú mɛ ée nɔ dó ya nú vǐ lɛ́ɛ é ná síxú huzu jujɔ lóbónú wlidémɛ ní bà jǒnɔ mɛ ɖokpó ɖokpó ɖò vǐ lɛ́ɛ tafu lí nù " " Solange Odjo Ahlɔnsú " gǎn ée nɔ ɖɔ̀nǔ dó hɛ̌nnu "	NOUN DET VERB CCONJ PRON VERB NOUN ADJ SCONJ NOUN PRON VERB VERB VERB ADP NOUN DET PRON VERB VERB NOUN ADV CCONJ VERB ADP VERB NOUN PRON NOUN NUM ADP NOUN DET ADV ADP ADP PUNCT PUNCT PROPN PROPN PROPN PUNCT NOUN PRON VERB VERB ADP NOUN PUNCT	fon
yakpɔvu kpódó mɛ ée ɖò wìnnyá wìnnyá lɛ́ɛ kpán nù ɖò gǎn - hɔn - yì - tɔ́ ée kpacɛ dó nunɔmɛ gbɛtɔ́ lɛ́ɛ nù é gbásá ɔ́ wɛ tín nǔ nɛ́ ɔ́ mɛ̀ .	NOUN CCONJ NOUN PRON VERB NOUN NOUN DET CCONJ ADP ADP NOUN PUNCT NOUN PUNCT VERB PUNCT ADJ PRON VERB ADP NOUN NOUN DET ADP PRON NOUN DET VERB ADP NOUN ADJ DET ADP PUNCT	fon
Wlɛnwin è ná ɖù mɛ ylɔ́ dó vǐ lɛ́ɛ tafu kɔn ɔ́ ɖè tɛnmɛ tɛnmɛ .	NOUN PRON VERB VERB PRON VERB ADP NOUN DET VERB CCONJ DET VERB NOUN ADJ PUNCT	fon
Wlɛnwin nɛ́ lɛ́ɛ ɖě wɛ nyí vǐ lɛ́ɛ yí bó hɛn " tó ɖó yě " wěɖexamɛ abǐ ye kplá dó vǐ hɛn tɛn ɖé .	NOUN ADJ DET DET VERB AUX VERB DET VERB ADP NOUN PUNCT NOUN VERB PRON PUNCT NOUN NOUN PRON VERB ADP VERB NOUN ADJ DET PUNCT	fon
Alokan ɔ́ vǐ lɛ́ɛ wɛ è hùn ná có ɔ́ " è ɖò mɛ bǐ dà wɛ ɖɔ è ní zán bó ɖè ya sá nú vǐ lɛ́ɛ ɔ́ gbà " Eléonore Soglohun " vǐ xó wá tɔ́ céɖé céɖé Benɛ tɔn ée ɖò Unicef ɔ́ wɛ tɛɖɛ̌ xó nɛ́ jí .	NOUN DET VERB DET VERB PRON VERB VERB VERB DET PUNCT PRON VERB NOUN ADJ VERB SCONJ SCONJ PRON ADP VERB ADP VERB VERB VERB ADP NOUN DET DET ADV PUNCT PROPN PROPN PUNCT VERB NOUN VERB ADJ ADJ ADJ PROPN ADJ PRON VERB PROPN DET VERB VERB NOUN ADJ ADP PUNCT	fon
Nǔzɔnmɛ sɛ́nkwín 9ɔ́ kpódó 12ɔ́ kpán ée ɖò sɛ́n è ɖɔ̀nǔ dó kplékplé gbɛta gbɛ ɔ́ tɔn ée nɔ jɛhun dó vǐ lɛ́ɛ jí é xwédó wɛ Benɛ ɖè bó sɔ alokan ylɔ́ kàn vɔ̌nu ɔ́ ɖayǐ nɛ́ .	NOUN NOUN NUM CCONJ NUM CCONJ PRON AUX NOUN PRON VERB ADP NOUN NOUN NOUN DET ADJ PRON VERB VERB ADP NOUN DET ADP PRON VERB SCONJ PROPN ADJ ADP VERB NOUN VERB NOUN ADV DET ADV ADJ PUNCT	fon
Alpha Condé ná sɔ 3ɔ́ ɔ́ " nǔ hlun ɖɔ sukpɔ ɖekɔn có ɔ́ " è ko lá ɖɔ é wɛ tó ɖù gǎn hwɛ̌ .	PROPN PROPN VERB VERB NUM DET PUNCT NOUN ADJ ADV ADV NOUN ADP DET PUNCT PRON ADV VERB VERB PRON VERB PART VERB NOUN ADV PUNCT	fon
Din ɔ́ étɛ́ wú gbɛta kplékplé gbɛ ɔ́ tɔn lɛ́ɛ ká síxú kpé " ɖò tají ɔ́ " CEDEAO ?	ADV DET VERB ADP NOUN NOUN NOUN DET ADJ DET ADV VERB VERB PUNCT ADP ADJ DET PUNCT PROPN PUNCT	fon
Nǔ è ye síxú wà ɔ́ vɔdà bǐ ɖò xélo xélo kpáxwé élɔ́ .	NOUN PRON PRON VERB VERB DET VERB ADJ ADP NOUN NOUN NOUN ADJ PUNCT	fon
Nǔgbó zɔ́n ɖɔ nǔɖónúkún ɖě kún sɔ kpò ɖò fínɛ́ zɛ è ná má acɛkpìkpà ɔ́ dó we ɖò tògán è è lɛ́ sɔ yɔyɔ ɔ́ kpódó mɛ ée ɖò agba hwlɛn xɛ́ɛ wɛ lɛ́ɛ kpán tɛntin ó " ɖò tají " gǎn - hɔn - yì - tɔ́ xóxó nukɔntɔn acɛkpìkpà ɔ́ tɔn " Cellou Dalein Diallo .	NOUN VERB VERB NOUN ADJ ADP VERB VERB ADP ADV ADV PRON VERB VERB NOUN DET VERB NUM ADP NOUN PRON PRON DET VERB ADJ DET CCONJ NOUN PRON VERB NOUN ADV ADV ADP DET CCONJ NOUN ADP PUNCT ADP ADJ PUNCT NOUN PUNCT VERB PUNCT VERB PUNCT ADJ ADJ NOUN NOUN DET ADJ PUNCT PROPN PROPN PROPN PUNCT	fon
Amɔ̌ walɔ xóxó nɛ́ è è nɔ zán ɖò fí ɖélɛ́ɛ ɖò Aflika gbéjí ɔ́ " ɖò tají ɔ́ " ɖò Zimbabwe ɖò xwè 2008ɔ́ mɛ̀ ɔ́ " xlɛ fí è gbà nǔ jɛ é .	CCONJ NOUN NOUN ADJ PRON PRON VERB VERB ADP ADV ADJ ADP PROPN NOUN DET PUNCT ADP ADJ DET PUNCT ADP PROPN ADP NOUN NUM ADP DET PUNCT NOUN ADV PRON VERB NOUN ADP PART PUNCT	fon
È ká tlɛ síxú xwlé kpɔn din lɔ́ɔ ǎ .	PRON ADV VERB VERB NOUN VERB ADV ADV DET PUNCT	fon
Ɖó mɛ jɛ ayǐ bɔ kɛ́n níná ɔ́ ɖɔ ɔ́ " sítè kaɖafyawun bó lá ɖɔ émí wɛ́ nyí tògán yɔyɔ ɔ́ .	ADP PRON VERB NOUN CCONJ NOUN ADP DET VERB DET PUNCT NOUN NOUN ADP VERB VERB PRON VERB AUX NOUN ADJ DET PUNCT	fon
Tòví ce lɛ́ɛ émí "	NOUN ADV DET PRON PUNCT	fon
Nabí è azɔnkwín Kovidi - 19 tɔn ɔ́ ɖè ɖò Benɛ tò ɔ́ mɛ̀ ɔ́ ɖò jijɛ jí wɛ mágbòkɔ .	ADV PRON NOUN NOUN PUNCT NUM ADJ DET VERB ADP PROPN NOUN DET ADP DET VERB VERB ADP VERB ADV PUNCT	fon
Gǎn - hɔn - yì - tɔ́ ée nɔ kpénúkún dó lanmɛ ná nɔ ganjí wú é " Benjamin Hùnkpátín " wɛ ɖe kúnnú nɛ́ ɖò gbè è ɖó ɖò azǎn 18ɔ́ ayidósùn xwè 2020ɔ́ tɔn gbè .	NOUN PUNCT VERB PUNCT VERB PUNCT ADJ PRON AUX VERB ADP NOUN VERB VERB ADV ADP PART PUNCT PROPN PROPN PUNCT VERB DET VERB ADJ ADP NOUN PRON VERB ADP NOUN NUM PROPN NOUN NUM ADJ NOUN PUNCT	fon
Mɛ we lɛ́ kú ɖò keze zán ɖokpó mɛ̀ bɛ́ zɔ́n bɔ mɛ nabí è kú gbɔn azɔnkwín nɛ́ gblamɛ mɛ̀ ɔ́ bǐ bló 11 . Ɖò azǎn 18ɔ́ ayidósùn ɔ́ tɔn gbè ɔ́ " mɛ è wú azɔnkwín ɔ́ ɖè ɖò Benɛ ɔ́ bǐ bló 650 " azɔn ká ko gbɔ nú mɛ 247 " è ɖò mɛ 392 tɔ́jú wɛ bɔ mɛ 11 kú .	NOUN NUM DET VERB ADP NOUN VERB NUM ADP CCONJ VERB CCONJ PRON ADV PRON VERB ADP NOUN ADJ ADP ADP DET ADJ VERB NUM PUNCT ADP NOUN NUM PROPN DET ADJ NOUN DET PUNCT NOUN PRON VERB NOUN DET VERB ADP PROPN DET ADJ VERB NUM PUNCT NOUN ADV ADV VERB ADP NOUN NUM PUNCT PRON VERB NOUN NUM ADJ SCONJ CCONJ PRON NUM ADP PUNCT	fon
 Mɛ è wú è mɔ azɔnkwín ɔ́ ɖe sukpɔ lɛ́ɛ wɛ nyí gbɛ̌ è è ɖènyǐ ( dotóo lɛ́ɛ  mɛ è ja hwɛ zɛ gbé lɛ́ɛ ) bɔ è zán PCR dó gbéjé yě ná lɛ́ɛ é ; kpódó mɛ ée tòví lɛ́ɛ ylɔ́ gbɔn alokan kàn vɔ̌nu è acɛkpìkpà ɔ́ sɔ ɖòtè kpán jí lɛ́ɛ é " " Benjamin Hùnkpátín wɛ ɖɔ mɔ̌ .	PUNCT NOUN PRON VERB PRON VERB NOUN DET ADJ ADV DET VERB AUX NOUN PRON PRON VERB PUNCT ADV DET PUNCT NOUN PRON VERB VERB ADV NOUN DET PUNCT CCONJ PRON VERB PROPN ADP NOUN PRON VERB DET PART PUNCT CCONJ NOUN PRON NOUN DET VERB ADP NOUN NOUN ADJ PRON NOUN DET VERB ADV CCONJ ADP DET PART PUNCT PUNCT PROPN PROPN VERB VERB ADV PUNCT	fon
Mɛ ée Azɔnkwín ɔ́ dó ya ná tawun lɛ́ɛ wɛ́ nyí yemɛ è ko ɖò azɔn jɛ wɛ ɖayǐ lɛ́ɛ é ( aɖɔ̌ víví zɔ́n " hùn yì jǐ " xúɖu xúɖu ) bɛ́ nɔ gbíjɔ́ lanmɛ nú yě tawun .	NOUN PRON NOUN DET VERB VERB VERB ADV DET VERB AUX PRON PRON ADV VERB NOUN ADV VERB ADV DET PART PUNCT NOUN CCONJ VERB PUNCT NOUN VERB ADP PUNCT NOUN ADV PUNCT CCONJ VERB VERB NOUN ADP PRON ADV PUNCT	fon
Lě azɔnkwín Kovidi - 19 ɔ́ ɖò yíyí gbɔn wɛ ɖò Benɛ ɔ́ " ( è zín alɔ dó xó ɖɔ wúntún " play " ɔ́ jí bó sè ) .	NOUN NOUN PROPN PUNCT NUM DET VERB VERB ADP VERB ADP PROPN DET PUNCT PUNCT PRON VERB NOUN VERB VERB VERB NOUN PUNCT PROPN PUNCT DET ADP ADP VERB PUNCT PUNCT	fon
Acɛkpìkpà ɔ́ ɖè azɔnkwín Kovidi - 19 ɔ́ gbéjé kpɔ́n sín kwɛ tɛnmɛ tɛnmɛ lɛ́ɛ tɔ́n .	NOUN DET VERB NOUN NOUN PUNCT NUM DET VERB VERB ADP NOUN ADJ ADJ DET ADJ PUNCT	fon
Gǎn - hɔn - yì - tɔ́ ée nɔ kpénúkún dó lanmɛ ná nɔ ganjí wú é ɔ́ " Benjamin Hùnkpátín " wɛ lá ɖò azǎn 5ɔ́ zoosùn xwè 2020ɔ́ tɔn gbè hwenu é yí kpɔ́n fí è nɔ gbéjé kolonâ kpɔ́n ɖè ɖò kplé gannyǐ gannyǐ gbásá Kutɔnu tɔn gudo é .	NOUN PUNCT VERB PUNCT VERB PUNCT ADJ PRON AUX VERB ADP NOUN VERB VERB ADV ADP PART DET PUNCT PROPN PROPN PUNCT VERB VERB ADP NOUN NUM NOUN NOUN NUM ADJ NOUN NOUN PRON VERB VERB ADV PRON VERB VERB PROPN ADV ADP ADP VERB ADV ADV NOUN PROPN ADJ ADV PART PUNCT	fon
Bɛsín din ɔ́ " mɛ ée ná gosin Kutɔnu bó ná yì tò mɛ lɛ́ɛ ná sú caki 50 . 0 .	NOUN ADV DET PUNCT NOUN PRON VERB VERB PROPN ADP VERB VERB NOUN ADP DET VERB VERB NOUN NUM PUNCT NUM PUNCT	fon
Mɛ ée ná wá Kutɔnu lɛ́ɛ lɔ́ɔ ná sú caki 50 . 0 " é sɔ nyí caki 100 . 0 è è nɔ sú ɖayǐ é ɔ́ ǎ .	NOUN PRON VERB VERB PROPN DET ADV VERB VERB NOUN NUM PUNCT NUM PUNCT PRON VERB AUX NOUN NUM PUNCT NUM PRON PRON VERB VERB ADV ADP DET PART PUNCT	fon
È gbéjé yě kpɔ́n gudo ɔ́ " è ná bló wěmá dasí nú yě .	PRON VERB PRON NOUN ADV DET PUNCT PRON VERB VERB NOUN ADV ADP PRON PUNCT	fon
Tɔ́n è Benjamin Hùnkpátín tɔ́n nɛ́ ɔ́ " jɛ túnnú nú nǔ hlún ɖɔ mɛ ée nɔ tɔ́n wěmá gbé yì fí è è nɔ kpɔ́n mɛ ɖè lɛ́ɛ é .	NOUN PRON PROPN NOUN ADJ ADJ DET PUNCT VERB NOUN ADP NOUN NOUN ADP NOUN PRON VERB ADJ NOUN VERB VERB ADV PRON PRON VERB VERB PRON ADP DET PART PUNCT	fon
Nǔ è wá mɔ ɖò fínɛ́ lɛ́ɛ hùn xomɛ níí fínɛ́ gosin tɔn gudo .	NOUN PRON VERB VERB ADP NOUN DET VERB ADV ADP ADV NOUN ADJ ADV PUNCT	fon
Acɛkpìkpà ɔ́ ná yí mɛ ée wá Benɛ bó má ná xɔ azǎn atɔn ǎ lɛ́ɛ sín Kovidi - 19 gbéjé kpɔ́n sín kwɛ bó ná sú . Ye sɔ ná haji lóbó lɛ́ gbéjé yeɖee mɛ kpɔ́n có bá yì xwé ǎ .	NOUN DET VERB VERB NOUN PRON VERB PROPN ADP VERB VERB VERB NOUN NUM PART DET ADP NOUN PUNCT NUM NOUN ADV ADP NOUN ADP VERB VERB PUNCT PRON VERB VERB NOUN CCONJ DET VERB PRON NOUN ADV ADP VERB VERB NOUN PART PUNCT	fon
Ɖò xwè 2020ɔ́ mɛ̀ ɔ́ " acɛkpìkpà ɔ́ ná dó sò nú ahwan zɔ́ wá tɔ́ sín gbɛ̌ ɔ́ lóbó ná yí mɛ yaɖé yaɖé ɖevo lɛ́ɛ bónú ayijayǐ na síxú tîin ɖò tò ɔ́ mɛ̀ .	ADP NOUN NUM ADP DET PUNCT NOUN DET VERB VERB NOUN ADP NOUN ADV VERB ADJ ADP NOUN DET CCONJ VERB VERB PRON ADJ ADJ ADV DET SCONJ NOUN VERB VERB VERB ADP NOUN DET ADP PUNCT	fon
Mɛ yíyí nɛ́ ná zɔ́n bɔ ahwan gbɛ́ Benɛ tɔn ɔ́ ná ɖó sɔ́jà 500 " lɔkpazɔwatɔ́ 500 " zungbó cɔ́tɔ́ lɛ́ɛ 100 .	NOUN NOUN ADJ VERB VERB CCONJ NOUN NOUN PROPN ADJ DET VERB VERB NOUN NUM PUNCT NOUN NUM PUNCT NOUN ADV DET NUM PUNCT	fon
Tagbesɔ è è gǎn - hɔn - yì - tɔ́ lɛ́ɛ bló ɔ́ yígbè nú azɔkplɔnkplɔn ɖò azɔmɛ xwé lɛ́ɛ bó ká lɛ́ yígbè nú ahwannú xixɔ nú ahwanzɔwatɔ́ yaɖé yaɖé lɛ́ɛ .	PROPN PRON PRON NOUN PUNCT VERB PUNCT VERB PUNCT ADJ DET VERB DET VERB ADP NOUN ADP NOUN NOUN DET ADP ADV DET VERB ADP NOUN NOUN ADP NOUN ADJ ADJ DET PUNCT	fon
Tagbesɔ gǎn - hɔn - yì - tɔ́ lɛ́ɛ tɔn lɛ́ yígbè nú kplé gannyǐ gannyǐ 65ɔ́ ní tîin ɖò gǎn - hɔn - yì -	PROPN NOUN PUNCT VERB PUNCT VERB PUNCT ADJ DET ADJ DET VERB ADP VERB ADV ADV NUM ADP VERB ADP NOUN PUNCT VERB PUNCT VERB PUNCT	fon
tɔ́ ée nɔ kpénúkún dó jɔhún jɛ ayǐ tɛn ( ASECNA ) ée ɖò Aflika gbéjí kpódó Madagascar kpán wú é lɛ́ɛ tɛntin ɖò azǎn 30ɔ́ lyasùn ɔ́ tɔn gbè gbɔn nukpɛ́n mɔkàn tɔn jí .	ADJ PRON VERB VERB ADP VERB VERB NOUN NUM PUNCT PROPN PUNCT PRON VERB PROPN NOUN CCONJ PROPN CCONJ ADP PART DET VERB ADP NOUN NUM PROPN DET ADJ NOUN ADP NOUN NOUN ADJ ADP PUNCT	fon
Ɖò sɔmì sɔmì dlɔ́ zán hwenu tɛgbɛ ɔ́ " azɔxwé è kpacɛ dó gbaví nukpɛ́nnɔ gɔnu kpódó gbaví bowun bowun gɔnu kpán kpódó wɛn jíjlá kpán wú é ɔ́ ( HAAC )	ADP NOUN NOUN VERB VERB NOUN ADV DET PUNCT NOUN PRON VERB ADP NOUN NOUN NOUN CCONJ NOUN ADV ADV NOUN CCONJ CCONJ NOUN ADP CCONJ ADP PART DET PUNCT PROPN PUNCT	fon
nɔ wànǔ bónú tòxó ɖɔ gbɛta lɛ́ɛ bǐ ní ɖó acɛ ɖokpó ɔ́ ná yì gbaví nukpɛ́nnɔ kpódó gbaví bowun bowun gɔnu lɛ́ɛ kpán kɔn .	VERB VERB SCONJ NOUN ADP NOUN DET ADJ ADP VERB NOUN NUM DET VERB VERB NOUN NOUN CCONJ NOUN PROPN ADV ADV DET CCONJ ADV PUNCT	fon
Énɛ́ wú ɔ́ " azɔxwé ée nɔ kpénúkún dó xó jíjlá wú ɔ́ ɖè gbetakɛn ɖé tɔ́n bó jlá ɖò azǎn 19ɔ́ aluunsùn xwè 2021ɔ́ tɔn gbè " bɛ́ kàn azɔ̌ è nyí xó jíjlá gɔnu lɛ́ɛ tɔn có bɔ sɔmì sɔmì tògán ɔ́ tɔn sín azǎn ɔ́ ná wá é .	PRON ADP DET PUNCT NOUN PRON AUX VERB ADP NOUN VERB ADP DET VERB NOUN ADJ ADJ ADP VERB ADP NOUN NUM PROPN NOUN NUM ADJ NOUN PUNCT CCONJ NOUN NOUN PRON AUX NOUN VERB NOUN DET ADJ ADP CCONJ NOUN NOUN NOUN DET ADJ ADP NOUN DET VERB VERB PART PUNCT	fon
